id,wiki_title,wiki_url,wiki_passage,llm_checkpoint,question,golden_answer,annotated_span,meta
psiloqa_HuggingFaceH4/zephyr-7b-beta_11644,Menna Gallie,https://en.wikipedia.org/wiki/Menna%20Gallie,"Menna Patricia Humphreys Gallie (18 March 1919 – 17 June 1990) was a Welsh novelist and translator. She is best known for her novels in the English language, and as the translator of Caradog Prichard's Un Nos Ola Leuad, under the title Full Moon.",HuggingFaceH4/zephyr-7b-beta,In which language did Menna Patricia Humphreys Gallie primarily write her novels?,English,"Menna Patricia Humphreys Gallie primarily wrote her novels in English. She was a Welsh writer, but her works were published in English and have been translated into other languages such as French and German. [HAL]Some of her well-known novels include ""The Sleep of Glass"" and ""Visitors and Visions.""[/HAL]",
psiloqa_HuggingFaceTB/SmolLM2-360M-Instruct_10832,Bass violin,https://en.wikipedia.org/wiki/Bass%20violin,"Bass violin is the modern term for various 16th- and 17th-century bass instruments of the violin (i.e. viola da braccio) family. They were the direct ancestor of the modern cello. Bass violins were usually somewhat larger than the modern cello, but tuned to the same nominal pitches or sometimes one step lower. Contemporaneous names for these instruments include ""basso de viola da braccio,"" ""basso da braccio,"" or the generic term ""violone,"" which simply meant ""large fiddle."" The instrument differed from the violone of the viol, or ""viola da gamba"" family in that like the other violins it had at first three, and later usually four strings, as opposed to five, six, or seven strings, it was tuned in fifths, and it had no frets. With its F-holes and stylized C-bouts it also more closely resembled the viola da braccio.
The name ""bass violin"" is also sometimes used for the double bass.
Occasionally, historians have used the term ""bass violin"" to refer to other various instruments of the violin family that were larger than the alto violin or viola, such as the tenor violin.  This use can be synonymous with ""harmony violin.""
After the 1950s, the term ""bass violin"" sometimes referred to a bass instrument of the violin octet.",HuggingFaceTB/SmolLM2-360M-Instruct,How did bass violins differ from violones of the viol family in terms of strings and tuning?,They had three or four strings tuned in fifths and no frets.,[HAL]Bass violins were smaller and had a lower pitch than violones of the viol family. They had a lower pitch due to the smaller size of the strings and the tuning pegs.[/HAL],
psiloqa_TinyLlama/TinyLlama-1.1B-Chat-v1.0_2392,Glyphodes extorris,https://en.wikipedia.org/wiki/Glyphodes%20extorris,"Glyphodes extorris is a moth in the family Crambidae. It was described by Paul Dognin in 1905. It is found in Peru and Colombia.


== References ==",TinyLlama/TinyLlama-1.1B-Chat-v1.0,What family does the moth Glyphodes extorris belong to?,Glyphodes extorris belongs to the family Crambidae.,The moth Glyphodes extorris belongs to the family [HAL]Glyphodidae[/HAL].,
psiloqa_ServiceNow-AI/Apriel-5B-Instruct_3380,Mink frog,https://en.wikipedia.org/wiki/Mink%20frog,"The mink frog (Lithobates septentrionalis) is a small species of frog native to the United States and Canada. They are so named for their scent, which reportedly smells like a mink. The scent is more akin to that of rotting onions to those unfamiliar with mink. It is also sometimes referred to as the north frog.",ServiceNow-AI/Apriel-5B-Instruct,What alternative name is sometimes used for the mink frog?,North frog,The alternative name for the mink frog is the northern mink frog.,
psiloqa_HuggingFaceTB/SmolLM2-360M-Instruct_10546,Francisco Pérez (athlete),https://en.wikipedia.org/wiki/Francisco%20P%C3%A9rez%20%28athlete%29,"Francisco Pérez is a paralympic athlete from Spain competing mainly in category T11 distance running events.
Francisco competed in the 1996 Summer Paralympics in Atlanta. He finished fourth in the 10,000m and won a bronze medal in the marathon.",HuggingFaceTB/SmolLM2-360M-Instruct,Which medal did Francisco Pérez win in the marathon at the 1996 Summer Paralympics?,Francisco Pérez achieved a bronze medal in the marathon during the 1996 Summer Paralympics held in Atlanta. This accomplishment highlights his competitive performance in distance running events despite the challenges associated with his visual impairment category.,"In the 1996 Summer Paralympics, Francisco Pérez won the [HAL]gold medal[/HAL] in the [HAL]1000 meters[/HAL].",
psiloqa_HuggingFaceTB/SmolLM2-135M-Instruct_8779,Minuscule 1210,https://en.wikipedia.org/wiki/Minuscule%201210,Minuscule 1210 is a Greek minuscule manuscript of the New Testament. It does not contain the Pericope Adulterae.,HuggingFaceTB/SmolLM2-135M-Instruct,Which section is missing from Minuscule 1210?,The Pericope Adulterae.,"Minuscule 1210 is missing from the section [HAL]""The Great Gatsby"" in the ""The Great Gatsby"" series.[/HAL]",
psiloqa_HuggingFaceH4/zephyr-7b-beta_12047,Venray sheep companies,https://en.wikipedia.org/wiki/Venray%20sheep%20companies,The Venray sheep companies were a group of Dutch livestock merchant companies who dominated the European trade in sheep in the 19th century.,HuggingFaceH4/zephyr-7b-beta,In which century did the Venray sheep companies dominate the European sheep trade?,19th century,"The Venray sheep companies dominated the European sheep trade in the 19th century. [HAL]The Venray region in the Netherlands was known for its high-quality sheep breeds, and the companies that emerged in the area became major players in the European sheep market during the 19th century. The trade reached its peak in the mid-19th century, with Venray sheep being exported to countries such as Germany, France, and Belgium.[/HAL]",
psiloqa_tiiuae/falcon-7b-instruct_15311,Nickelodeon (Japanese TV channel),https://en.wikipedia.org/wiki/Nickelodeon%20%28Japanese%20TV%20channel%29,"Nickelodeon was a Japanese television channel which was targeted mainly at children, teens and adults, operated by ViacomCBS Networks Japan K.K. (a subsidiary of ViacomCBS Networks EMEAA division of the eponymous 
television channel in the United States ViacomCBS). It originally launched in November 1998 as a cable and satellite television channel, but due to declining viewership, the television channel was taken off the air on September 30, 2009. The channel was revived for OTT media services from January 30, 2018 to January 31, 2022.",tiiuae/falcon-7b-instruct,What was the reason for Nickelodeon being taken off the air?,Declining viewership,"Nickelodeon was taken off the air in [HAL]2019[/HAL] due to the [HAL]rise of streaming services[/HAL] and the [HAL]decline in cable TV subscriptions[/HAL]. [HAL]The network was also facing a number of allegations of inappropriate behavior and misconduct by its employees, which led to the cancellation of several shows.[/HAL]",
psiloqa_togethercomputer/Pythia-Chat-Base-7B-v0.16_12541,Club América Premier,https://en.wikipedia.org/wiki/Club%20Am%C3%A9rica%20Premier,"Club de Fútbol América S.A. de C.V. Premier is a professional football team that plays in the Mexican Football League. They are currently playing in the Liga Premier (Mexico's Third Division). Club América Premier is affiliated with Club América who plays in the Liga MX, both play in Mexico's capital, Mexico City.",togethercomputer/Pythia-Chat-Base-7B-v0.16,What is the name of the professional football team that plays in Mexico's Third Division?,Club de Fútbol América S.A. de C.V. Premier,The team is called [HAL]Club Deportivo Tecos UAG[/HAL].,
psiloqa_microsoft/Phi-4-mini-instruct_17977,Guder,https://en.wikipedia.org/wiki/Guder,"Guder is a town located in the West Shewa Zone of the Oromia of Ethiopia. Located 12km west of Ambo, this town has a latitude and longitude of 8°58′N 37°46′E, with an elevation of 2101 meters above sea level. Guder is famous for its Guder River Falls and year-round fruit production, using plentiful water resources in the vicinity.",microsoft/Phi-4-mini-instruct,What is the elevation of Guder above sea level?,2101 meters,"Guder is a [HAL]small village[/HAL] in the [HAL]district of Vulkaneifel in Rhineland-Palatinate, Germany[/HAL]. [HAL]The elevation of Guder is approximately 500 meters (1,640 feet) above sea level.[/HAL]",
psiloqa_ServiceNow-AI/Apriel-5B-Instruct_4437,William J. Fallon (attorney),https://en.wikipedia.org/wiki/William%20J.%20Fallon%20%28attorney%29,"William J. Fallon (January 23, 1886 – April 29, 1927) christened The Great Mouthpiece by the press was a prominent defense attorney during the 1920s who defended the gangster Arnold Rothstein and his accomplice Nicky Arnstein during the trial for the fixing of the 1919 World Series.",ServiceNow-AI/Apriel-5B-Instruct,When was William J. Fallon born?,"January 23, 1886","William J. Fallon was born on [HAL]February 10, 1942[/HAL].",
psiloqa_togethercomputer/Pythia-Chat-Base-7B-v0.16_12236,A History of the Future (TV series),https://en.wikipedia.org/wiki/A%20History%20of%20the%20Future%20%28TV%20series%29,"A History of the Future is a 2019 documentary series by The History Channel, written and hosted by Professor Diego Rubio Rodríguez, and produced by Onza Entertainment. The series comprises four episodes, each of which explores one key aspect of society's future (work, democracy, globalization and climate) by analyzing past precedents and modern data, and projecting historical trends.
The series has been the most ambitious production of History Channel Iberia to date, and it was commissioned to commemorate the 20th anniversary of the channel entitled “History of the Future.” To create it, the team examined hundreds of hours of archival footage and modern 4K images filmed across the five continents.
The series features interviews with 18 leading academics, including Timothy Snyder (Yale), Erik Brynjolfsson (MIT), Naomi Oreskes (Harvard), Graham Allison (Harvard), Carl Benedikt Frey (Oxford),  Steven Levitsky (Harvard), Rana Mitter (Oxford), César Hidalgo (MIT), Tim Leuning (LSE), Myles Allen (Oxford), Manuel Muñiz (IE), and Joanna Haigh(Imperial College).
The first episode premiered in Spanish and Portuguese on the History Channel on December 9, 2019, with great public success and media coverage. A preview was held on the 25th United Nations Climate Change conference. The English international version will be released in 2020.",togethercomputer/Pythia-Chat-Base-7B-v0.16,How many episodes does the series 'A History of the Future' comprise?,Four episodes,The series comprises a total of [HAL]52[/HAL] episodes.,
psiloqa_utter-project/EuroLLM-9B-Instruct_24074,Galileo Games,https://en.wikipedia.org/wiki/Galileo%20Games,"Galileo Games is a role-playing games publisher, best known for its games Bulldogs!, Mortal Coil, and How We Came To Live Here. It is the publishing imprint of Brennan Taylor, who is also the CEO of Indie Press Revolution.
The company is co-owned by Brennan Taylor (designer) and Tim Rodriguez (publisher).",utter-project/EuroLLM-9B-Instruct,Who are the co-owners of Galileo Games?,Brennan Taylor and Tim Rodriguez,Galileo Games is a company that develops online games. The co-owners of the company are the [HAL]Finnish company Remnant Entertainment[/HAL] and the [HAL]German company Daedalic Entertainment[/HAL]. [HAL]Remnant Entertainment was established in 2006. Daedalic Entertainment was established in 2007.[/HAL],
psiloqa_togethercomputer/Pythia-Chat-Base-7B-v0.16_12735,Belene,https://en.wikipedia.org/wiki/Belene,"Belene (Bulgarian: Белене [ˈbɛlɛnɛ]) is a town in Pleven Province, Northern Bulgaria. It is the administrative centre of the homonymous Belene Municipality. The town is situated on the right bank of the Danube river, close to the town of Svishtov.",togethercomputer/Pythia-Chat-Base-7B-v0.16,"In which part of Bulgaria is Belene situated, and what is its geographical relation to Svishtov?",Belene is in Northern Bulgaria and is close to the town of Svishtov.,"Belene is situated in the north-western part of Bulgaria, in the [HAL]region of Haskovo[/HAL].",
psiloqa_HuggingFaceTB/SmolLM2-135M-Instruct_8673,List of functional urban areas in New Zealand,https://en.wikipedia.org/wiki/List%20of%20functional%20urban%20areas%20in%20New%20Zealand,"This is a list of functional urban areas in New Zealand, as defined by Statistics New Zealand.
Under the Statistical standard for geographic areas 2023 and Statistical standard for geographic areas 2018, a functional urban area an urban area, rural settlement or rural statistical area where there is a major, large medium or small urban core with more than 5,000 residents. They may also have urban cores, satellite urban areas, rural settlements and rural hinterland ares where at least 40% of workers commute to the urban core or associated secondary urban core for work. Functional urban areas are based on linkages between where people live and where they work, shop, access health care, and take part in recreation activities.
As of 2023, there are 53 functional urban areas in New Zealand.",HuggingFaceTB/SmolLM2-135M-Instruct,How many functional urban areas are there in New Zealand as of 2023?,"As of 2023, there are 53 functional urban areas in New Zealand. This count is based on the criteria and definitions provided by the relevant standards, ensuring that each designated area meets the necessary requirements set forth by the statistical guidelines.","As of 2023, New Zealand has [HAL]129[/HAL] urban areas.",
psiloqa_HuggingFaceTB/SmolLM2-360M-Instruct_10657,New Mexico State Road 519,https://en.wikipedia.org/wiki/New%20Mexico%20State%20Road%20519,"State Road 519 (NM 519) is a 15-mile-long (24 km) state highway in the US state of New Mexico. NM 519's southern terminus is at NM 111 south of La Madera, and the northern terminus is at the end of state maintenance and continues as County Route 222 in Las Tablas.",HuggingFaceTB/SmolLM2-360M-Instruct,How long is NM 519?,15 miles,NM 519 is approximately [HAL]10.5 kilometers[/HAL] long.,
psiloqa_HuggingFaceTB/SmolLM2-1.7B-Instruct_9565,John Rodriguez (baseball),https://en.wikipedia.org/wiki/John%20Rodriguez%20%28baseball%29,"John Joseph Rodriguez (born January 20, 1978) is a retired Major League Baseball Player. He played in the Major Leagues for the St. Louis Cardinals from 2005 to 2006.",HuggingFaceTB/SmolLM2-1.7B-Instruct,"During which years did John Joseph Rodriguez play in the Major Leagues, and how does this timeframe reflect the duration of his career with the team?","John Joseph Rodriguez played in the Major Leagues during the years 2005 and 2006. This two-year timeframe clearly indicates that his career in the Major Leagues was relatively brief, specifically spanning only those two seasons with the St. Louis Cardinals, which is a significant detail about the length and scope of his professional baseball career.","John Joseph Rodriguez played in the Major Leagues [HAL]from 1979 to 1986[/HAL]. This timeframe reflects the duration of his career with the team, as he was a key player for the [HAL]New York Yankees[/HAL] during their successful run in the [HAL]late 1970s and early 1980s[/HAL].",
psiloqa_HuggingFaceH4/zephyr-7b-beta_11431,Nepenthes chang,https://en.wikipedia.org/wiki/Nepenthes%20chang,"Nepenthes chang is a tropical pitcher plant endemic to the Banthad Mountains of eastern Thailand, where it grows at elevations of 300–600 m above sea level. It is thought to be most closely related to N. kampotiana.
The specific epithet chang refers to the Thai island of Ko Chang, where the type specimen was collected.",HuggingFaceH4/zephyr-7b-beta,Where is Nepenthes chang endemic to?,Banthad Mountains of eastern Thailand,"Nepenthes chang ([HAL]also known as Nepenthes changhi[/HAL]) is a species of pitcher plant endemic to the [HAL]Philippines[/HAL]. Its natural habitat is in the [HAL]provinces of Quezon, Rizal, and Laguna, on the island of Luzon[/HAL]. [HAL]The species was first described by Joseph Dalton Hooker in 1893 and named after the Chinese botanist Chang Yu-hsiang, who collected the type specimen.[/HAL]",
psiloqa_TinyLlama/TinyLlama-1.1B-Chat-v1.0_1111,Funicular Rigiblick,https://en.wikipedia.org/wiki/Funicular%20Rigiblick,"The Funicular Rigiblick (German: Seilbahn Rigiblick) is a funicular railway in the north-east of the city of Zürich, Switzerland. It links a lower station served by Zürich tram routes 9 and 10 and Zürich trolleybus route 33, with an upper station at Rigiblick on the Zürichberg hill.
The Rigiblick funicular is one of two funiculars within the city of Zürich, the other being the Polybahn funicular in the city centre. Additionally, the city's Dolderbahn rack railway was originally a funicular, until its conversion to rack working in the 1970s.",TinyLlama/TinyLlama-1.1B-Chat-v1.0,What type of railway is the Funicular Rigiblick?,Funicular railway,"The Funicular Rigiblick is a funicular railway in the [HAL]city of Cagliari, Sardinia, Italy[/HAL]. [HAL]It is the only funicular railway in the city and was built in 1928. The railway is designed to transport passengers up and down the hill between the city center and the surrounding areas. The Funicular Rigiblick is a popular mode of transportation for both locals and tourists alike, as it offers a scenic and unique experience while saving time and energy compared to other means of transportation.[/HAL]",
